,Country,Rank,Title,Artists,Album,Explicit,Duration
304,Brazil,5,BRABA,Luísa Sonza,BRABA,0,2:09
305,Brazil,6,Tudo no Sigilo,"Vytinho NG, MC Bianca",Tudo no Sigilo,1,2:36
306,Brazil,7,água com açúcar - ao vivo,Luan Santana,VIVA (Ao Vivo),0,4:09
307,Brazil,8,Ranking,Jorge & Mateus,"T. E. P., EP 1",0,2:46
308,Brazil,9,Graveto - Ao Vivo,Marília Mendonça,Graveto (Ao Vivo),0,2:50
309,Brazil,10,Litrão - Ao Vivo,Matheus & Kauan,10 Anos Na Praia (Ao Vivo / Vol. 1),0,2:50
310,Brazil,11,Volta por Baixo - Ao Vivo,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:12
311,Brazil,12,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,0,2:54
312,Brazil,13,Na Raba Toma Tapão,Niack,Na Raba Toma Tapão,0,2:45
313,Brazil,14,Te Prometo,"Dennis DJ, Mc Don Juan",Te Prometo,0,2:41
314,Brazil,15,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
315,Brazil,16,Tudo Aconteceu,"MC Du Black, Delacruz",Tudo Aconteceu,1,2:35
316,Brazil,17,Barzinho Aleatório - Ao Vivo,Zé Neto & Cristiano,"Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",0,2:38
317,Brazil,18,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) [Vintage Culture & Slow Motion Remix],0,3:01
318,Brazil,19,Mentira - Ao Vivo,Felipe Araújo,Felipe Araújo In Brasília (Ao Vivo / Vol.1),0,3:13
319,Brazil,20,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
320,Brazil,21,Despedida - Ao Vivo,"Wesley Safadão, Zé Neto & Cristiano",Garota Vip Rio de Janeiro (Deluxe) (ao Vivo),0,3:22
321,Brazil,22,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,"Ao Vivo em Fortaleza, Pt. 1",0,3:21
322,Brazil,23,Cheirosa - Ao Vivo,Jorge & Mateus,Cheirosa (Ao Vivo),0,3:01
323,Brazil,24,Supera - Ao Vivo,Marília Mendonça,"Todos Os Cantos, Vol. 3 (ao Vivo)",0,2:27
324,Brazil,25,SENTADÃO,"Pedro Sampaio, Felipe Original, JS o Mão de Ouro",SENTADÃO,0,2:23
325,Brazil,26,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,Aqui Em Casa (ao Vivo),0,2:53
326,Brazil,27,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,"Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",0,3:01
327,Brazil,28,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
328,Brazil,29,3 Batidas - Ao Vivo,Guilherme & Benuto,3 Batidas (Ao Vivo),0,2:37
329,Brazil,30,Briga Feia - Ao Vivo,Henrique & Juliano,"Ao Vivo no Ibirapuera, Vol. 1",0,3:14
330,Brazil,31,Vira Homem,Marília Mendonça,Vira Homem,0,3:16
331,Brazil,32,Áudio - Ao Vivo em Brasília,Diego & Victor Hugo,Diego & Victor Hugo Ao Vivo em Brasília - EP1,0,3:10
332,Brazil,33,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
333,Brazil,34,Blinding Lights,The Weeknd,After Hours,0,3:20
334,Brazil,35,Balança (feat. Pedro Sampaio e FP do Trem Bala),"WC no Beat, Pedro Sampaio, FP do Trem Bala",Balança (feat. Pedro Sampaio e FP do Trem Bala),0,2:06
335,Brazil,36,menina solta,Giulia Be,menina solta,0,2:30
336,Brazil,37,Relógio Parado (Ao Vivo),Diego & Arnaldo,Relógio Parado (Ao Vivo),0,3:00
337,Brazil,38,Vem Me Satisfazer,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,0,3:08
338,Brazil,39,Segunda Taça,"João Bosco & Vinicius, Matheus",Segunda Taça,0,3:00
339,Brazil,40,Quem Traiu Levou - Ao Vivo,Gusttavo Lima,O Embaixador in Cariri (Ao Vivo),0,2:34
340,Brazil,41,boa memória - ao vivo,Luan Santana,VIVA (Ao Vivo),0,3:34
341,Brazil,42,Amor de Fim de Noite,"Orochi, Papatinho",Celebridade,1,3:41
342,Brazil,43,Viva Voz - Ao Vivo,Lauana Prado,Livre (Ao Vivo / Vol.1),0,2:44
343,Brazil,44,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
344,Brazil,45,Tijolão - Ao Vivo,Jorge & Mateus,Tijolão (ao Vivo),0,2:55
345,Brazil,46,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
346,Brazil,47,Não Vai Embora,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,0,3:25
347,Brazil,48,Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,0,2:58
348,Brazil,49,Pipa Voada (feat. Emicida),"Rashid, Lukinhas, Emicida",Tão Real,0,3:05
349,Brazil,50,Então Toma - Ao Vivo,Matheus & Kauan,Então Toma (Ao Vivo),0,2:41
350,Bulgaria,1,GOOBA,6ix9ine,GOOBA,1,2:12
351,Bulgaria,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
352,Bulgaria,3,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
353,Bulgaria,4,100 zhivota,Galena,100 zhivota,0,4:13
354,Bulgaria,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
355,Bulgaria,6,Blinding Lights,The Weeknd,After Hours,0,3:20
356,Bulgaria,7,Вивалди,"Boro Purvi, Tita",Вивалди,1,2:26
357,Bulgaria,8,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
358,Bulgaria,9,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
359,Bulgaria,10,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
360,Bulgaria,11,Daechwita,Agust D,D-2,1,3:45
361,Bulgaria,12,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
362,Bulgaria,13,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
363,Bulgaria,14,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
364,Bulgaria,15,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
365,Bulgaria,16,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
366,Bulgaria,17,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
367,Bulgaria,18,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
368,Bulgaria,19,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
369,Bulgaria,20,In Your Eyes,The Weeknd,After Hours,1,3:57
370,Bulgaria,21,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
371,Bulgaria,22,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
372,Bulgaria,23,Falling,Trevor Daniel,Nicotine,0,2:39
373,Bulgaria,24,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
374,Bulgaria,25,After Party,Don Toliver,Heaven Or Hell,1,2:47
375,Bulgaria,26,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
376,Bulgaria,27,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
377,Bulgaria,28,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
378,Bulgaria,29,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
379,Bulgaria,30,Physical,Dua Lipa,Future Nostalgia,0,3:13
380,Bulgaria,31,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott, Young Thug",JACKBOYS,1,2:37
381,Bulgaria,32,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
382,Bulgaria,33,Savage,Megan Thee Stallion,Suga,1,2:35
383,Bulgaria,34,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
384,Bulgaria,35,Say So,Doja Cat,Hot Pink,1,3:57
385,Bulgaria,36,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
386,Bulgaria,37,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
387,Bulgaria,38,Party Girl,StaySolidRocky,Party Girl,0,2:27
388,Bulgaria,39,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
389,Bulgaria,40,What do you think?,Agust D,D-2,1,3:02
390,Bulgaria,41,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
391,Bulgaria,42,Burn It,"Agust D, MAX",D-2,0,3:12
392,Bulgaria,43,KISLOROD,V:RGO,ENERGY EP,1,3:07
393,Bulgaria,44,Piyan,Preslava,Da gori v lyubov,0,3:47
394,Bulgaria,45,everything i wanted,Billie Eilish,everything i wanted,0,4:05
395,Bulgaria,46,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
396,Bulgaria,47,Adore You,Harry Styles,Fine Line,0,3:27
397,Bulgaria,48,Don Omar,EMIL TRF,Don Omar,0,2:57
398,Bulgaria,49,Strange,"Agust D, RM",D-2,0,3:16
399,Bulgaria,50,Lamborghini,"Galena, Fiki",Lamborghini,0,3:29
400,Canada,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
401,Canada,2,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
402,Canada,3,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
403,Canada,4,Blinding Lights,The Weeknd,After Hours,0,3:20
404,Canada,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
405,Canada,6,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
406,Canada,7,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
407,Canada,8,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
408,Canada,9,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
409,Canada,10,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
410,Canada,11,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
411,Canada,12,GOOBA,6ix9ine,GOOBA,1,2:12
412,Canada,13,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
413,Canada,14,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
414,Canada,15,Party Girl,StaySolidRocky,Party Girl,0,2:27
415,Canada,16,Sunday Best,Surfaces,Where the Light Is,0,2:38
416,Canada,17,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
417,Canada,18,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
418,Canada,19,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
419,Canada,20,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
420,Canada,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
421,Canada,22,Circles,Post Malone,Hollywood's Bleeding,0,3:35
422,Canada,23,After Party,Don Toliver,Heaven Or Hell,1,2:47
423,Canada,24,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
424,Canada,25,In Your Eyes,The Weeknd,After Hours,1,3:57
425,Canada,26,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
426,Canada,27,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
427,Canada,28,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
428,Canada,29,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
429,Canada,30,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
430,Canada,31,Righteous,Juice WRLD,Righteous,1,4:03
431,Canada,32,Falling,Trevor Daniel,Nicotine,0,2:39
432,Canada,33,Walk Em Down (feat. Roddy Ricch),"NLE Choppa, Roddy Ricch",Walk Em Down (feat. Roddy Ricch),1,2:53
433,Canada,34,COOLER THAN A BITCH (feat. Roddy Ricch),"Gunna, Roddy Ricch",WUNNA,1,3:17
434,Canada,35,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Dark Lane Demo Tapes,1,3:40
435,Canada,36,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),0,3:28
436,Canada,37,DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna, Young Thug",WUNNA,1,3:17
437,Canada,38,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
438,Canada,39,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
439,Canada,40,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
440,Canada,41,Say So,Doja Cat,Hot Pink,1,3:57
441,Canada,42,Adore You,Harry Styles,Fine Line,0,3:27
442,Canada,43,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hollywood's Bleeding,0,2:37
443,Canada,44,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
444,Canada,45,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
445,Canada,46,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
446,Canada,47,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
447,Canada,48,Memories,Maroon 5,Memories,0,3:09
448,Canada,49,WUNNA,Gunna,WUNNA,1,2:38
449,Canada,50,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
450,Chile,1,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
451,Chile,2,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
452,Chile,3,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
453,Chile,4,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
454,Chile,5,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
455,Chile,6,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta (Remix),1,5:45
456,Chile,7,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
457,Chile,8,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
458,Chile,9,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
459,Chile,10,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
460,Chile,11,Rojo,J Balvin,Colores,0,2:30
461,Chile,12,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
462,Chile,13,Favorito,Camilo,Por Primera Vez,0,3:29
463,Chile,14,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
464,Chile,15,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
465,Chile,16,Diosa,Myke Towers,Easy Money Baby,1,3:34
466,Chile,17,Relación,Sech,1 of 1,0,3:04
467,Chile,18,Tattoo,Rauw Alejandro,Tattoo,0,3:22
468,Chile,19,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
469,Chile,20,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
470,Chile,21,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
471,Chile,22,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
472,Chile,23,Blinding Lights,The Weeknd,After Hours,0,3:20
473,Chile,24,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
474,Chile,25,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
475,Chile,26,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55
476,Chile,27,Tak Tiki Tak,Harry Nach,Tak Tiki Tak,1,3:32
477,Chile,28,La Cama - Remix,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",La Cama (Remix),0,5:30
478,Chile,29,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
479,Chile,30,Confía,"Sech, Daddy Yankee",1 of 1,0,3:22
480,Chile,31,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
481,Chile,32,Vete,Bad Bunny,YHLQMDLG,1,3:12
482,Chile,33,Locura,"Cali Y El Dandee, Sebastian Yatra",Colegio,0,3:29
483,Chile,34,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
484,Chile,35,Morado,J Balvin,Colores,0,3:20
485,Chile,36,Keii,Anuel AA,Keii,0,3:30
486,Chile,37,Girl,Myke Towers,Easy Money Baby,1,3:06
487,Chile,38,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
488,Chile,39,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09
489,Chile,40,BENDICIONES,Bad Bunny,LAS QUE NO IBAN A SALIR,0,2:35
490,Chile,41,Goteo,Paloma Mami,Goteo,0,2:39
491,Chile,42,Sola & Vacía,"Casper Magico, Anuel AA",Sola & Vacía,1,3:02
492,Chile,43,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
493,Chile,44,Amarillo,J Balvin,Colores,0,2:37
494,Chile,45,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
495,Chile,46,Fantasias - Remix,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Fantasias (Remix) [feat. Farruko & Lunay],0,4:27
496,Chile,47,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
497,Chile,48,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30
498,Chile,49,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
499,Chile,50,Definitivamente,"Daddy Yankee, Sech",Definitivamente,0,3:37
500,Colombia,1,Rojo,J Balvin,Colores,0,2:30
501,Colombia,2,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
502,Colombia,3,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
503,Colombia,4,Amarillo,J Balvin,Colores,0,2:37
504,Colombia,5,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
505,Colombia,6,Favorito,Camilo,Por Primera Vez,0,3:29
506,Colombia,7,Tattoo,Rauw Alejandro,Tattoo,0,3:22
507,Colombia,8,Morado,J Balvin,Colores,0,3:20
508,Colombia,9,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
509,Colombia,10,Azul,J Balvin,Colores,0,3:25
510,Colombia,11,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
511,Colombia,12,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
512,Colombia,13,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
513,Colombia,14,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
514,Colombia,15,Relación,Sech,1 of 1,0,3:04
515,Colombia,16,Blinding Lights,The Weeknd,After Hours,0,3:20
516,Colombia,17,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
517,Colombia,18,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
518,Colombia,19,Los Besos,Greeicy,Los Besos,0,3:22
519,Colombia,20,Diosa,Myke Towers,Easy Money Baby,1,3:34
520,Colombia,21,Blanco,J Balvin,Colores,0,2:25
521,Colombia,22,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
522,Colombia,23,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
523,Colombia,24,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
524,Colombia,25,Negro,J Balvin,Colores,0,3:02
525,Colombia,26,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
526,Colombia,27,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
527,Colombia,28,Locura,"Cali Y El Dandee, Sebastian Yatra",Colegio,0,3:29
528,Colombia,29,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
529,Colombia,30,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11
530,Colombia,31,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
531,Colombia,32,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
532,Colombia,33,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
533,Colombia,34,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
534,Colombia,35,BORRAXXA,"Feid, Manuel Turizo",FERXXO (VOL 1: M.O.R),0,3:43
535,Colombia,36,ADMV,Maluma,ADMV,0,3:13
536,Colombia,37,Gris,J Balvin,Colores,0,2:56
537,Colombia,38,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
538,Colombia,39,Por Primera Vez,"Camilo, Evaluna Montaner",Por Primera Vez,0,3:02
539,Colombia,40,Vete,Bad Bunny,YHLQMDLG,1,3:12
540,Colombia,41,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
541,Colombia,42,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",Loco (Remix),0,4:08
542,Colombia,43,Tutu,"Camilo, Pedro Capó",Por Primera Vez,0,2:59
543,Colombia,44,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",The Academy,1,3:36
544,Colombia,45,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),1,3:41
545,Colombia,46,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
546,Colombia,47,Callaita,"Bad Bunny, Tainy",Callaita,1,4:10
547,Colombia,48,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
548,Colombia,49,Confía,"Sech, Daddy Yankee",1 of 1,0,3:22
549,Colombia,50,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
550,Costa,1,Rojo,J Balvin,Colores,0,2:30
551,Costa,2,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
552,Costa,3,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
553,Costa,4,Favorito,Camilo,Por Primera Vez,0,3:29
554,Costa,5,Tattoo,Rauw Alejandro,Tattoo,0,3:22
555,Costa,6,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
556,Costa,7,Djadja,Aya Nakamura,NAKAMURA,0,2:51
557,Costa,8,Blinding Lights,The Weeknd,After Hours,0,3:20
558,Costa,9,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
559,Costa,10,Amarillo,J Balvin,Colores,0,2:37
560,Costa,11,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
561,Costa,12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
562,Costa,13,Diosa,Myke Towers,Easy Money Baby,1,3:34
563,Costa,14,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
564,Costa,15,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
565,Costa,16,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
566,Costa,17,Morado,J Balvin,Colores,0,3:20
567,Costa,18,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
568,Costa,19,Relación,Sech,1 of 1,0,3:04
569,Costa,20,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
570,Costa,21,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,1,3:47
571,Costa,22,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
572,Costa,23,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
573,Costa,24,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
574,Costa,25,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
575,Costa,26,Vete,Bad Bunny,YHLQMDLG,1,3:12
576,Costa,27,Por Primera Vez,"Camilo, Evaluna Montaner",Por Primera Vez,0,3:02
577,Costa,28,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
578,Costa,29,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
579,Costa,30,Azul,J Balvin,Colores,0,3:25
580,Costa,31,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
581,Costa,32,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37
582,Costa,33,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
583,Costa,34,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
584,Costa,35,Negro,J Balvin,Colores,0,3:02
585,Costa,36,Blanco,J Balvin,Colores,0,2:25
586,Costa,37,Si Te Vas,"Sech, Ozuna",1 of 1,0,3:24
587,Costa,38,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
588,Costa,39,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
589,Costa,40,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
590,Costa,41,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
